action_id,inspection_id,incident_id,action_description,action_description_hindi,assigned_to,assigned_date,due_date,completion_date,status,priority,verification_required,verified_by,verification_date,delay_reason
CA-00145,INS-OD-001-1252,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-09-29,2023-11-19,2023-11-28,Rejected,High,False,,,
CA-00146,INS-JH-002-2820,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-04-19,2023-05-08,2023-05-18,Open,Medium,True,Rajesh Kumar,2023-05-19,
CA-00147,INS-OD-001-2245,INC-OD-001-280,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-03-21,2023-04-28,,Rejected,Critical,False,,,
CA-00148,INS-JH-001-2275,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-04-18,2023-06-15,2023-06-22,Completed,Critical,False,,,
CA-00149,INS-JH-002-2771,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-02-12,2023-02-19,,Completed,Medium,False,,,
CA-00150,INS-OD-001-0607,INC-OD-001-272,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-10-27,2023-11-25,2023-11-22,In Progress,Medium,True,Sita Devi,2023-11-23,
CA-00151,INS-JH-002-0272,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-03-17,2023-04-08,2023-04-06,Open,Medium,True,Sita Devi,2023-04-07,
CA-00152,INS-OD-001-1353,,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-12-16,2024-02-11,,Overdue,Low,False,,,Parts not available
CA-00153,INS-JH-002-4472,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-12-01,2023-12-21,2023-12-24,Overdue,Low,True,Rajesh Kumar,2023-12-25,Equipment unavailability
CA-00154,INS-OD-001-0811,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-04-25,2023-05-30,2023-06-02,Escalated,High,True,Sita Devi,2023-06-03,
CA-00155,INS-OD-001-1004,INC-JH-002-119,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-02-04,2023-03-09,2023-03-12,Rejected,Critical,True,Sita Devi,2023-03-13,
CA-00156,INS-OD-001-0741,INC-JH-002-289,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-07-20,2023-09-15,2023-09-12,Overdue,Medium,True,Sita Devi,2023-09-13,Parts not available
CA-00157,INS-JH-001-0628,INC-JH-002-028,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-02-17,2023-03-15,2023-03-15,In Progress,Medium,True,Sita Devi,2023-03-16,
CA-00158,INS-JH-002-1642,INC-OD-001-208,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-07-16,2023-08-10,2023-08-08,Rejected,Low,True,Sita Devi,2023-08-09,
CA-00159,INS-JH-001-0229,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-01-07,2023-02-25,2023-02-28,In Progress,Low,True,Sita Devi,2023-03-01,
CA-00160,INS-OD-001-3260,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-11-12,2023-12-18,2023-12-26,Completed,Low,False,,,
CA-00161,INS-JH-001-4555,INC-JH-001-268,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-02-09,2023-03-09,2023-03-12,Escalated,Low,True,Sita Devi,2023-03-13,
CA-00162,INS-JH-001-3471,INC-JH-002-242,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-10-22,2023-12-01,2023-12-09,Overdue,High,False,,,Parts not available
CA-00163,INS-OD-001-1458,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-12-02,2024-01-11,2024-01-15,Open,Low,True,Sita Devi,2024-01-16,
CA-00164,INS-JH-002-0684,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-09-21,2023-11-17,2023-11-22,Open,Low,True,Rajesh Kumar,2023-11-23,
CA-00165,INS-JH-001-3118,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-09-08,2023-09-27,,Open,High,False,,,
CA-00166,INS-JH-002-3308,INC-JH-002-192,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-02-21,2023-04-13,2023-04-18,Completed,Low,False,,,
CA-00167,INS-JH-001-1645,INC-JH-002-095,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-04-11,2023-05-27,2023-06-03,Rejected,High,True,Rajesh Kumar,2023-06-04,
CA-00168,INS-OD-001-2894,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-08-05,2023-09-16,2023-09-22,Open,Medium,False,,,
CA-00169,INS-JH-002-0509,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-11-11,2023-12-31,2023-12-27,In Progress,Low,True,Sita Devi,2023-12-28,
CA-00170,INS-JH-002-0421,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-04-05,2023-05-29,2023-05-28,Rejected,Medium,False,,,
CA-00171,INS-OD-001-2925,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-03-02,2023-03-09,2023-03-15,In Progress,Medium,True,Rajesh Kumar,2023-03-16,
CA-00172,INS-JH-002-1113,INC-JH-001-222,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-07-08,2023-08-01,2023-07-27,Completed,Critical,False,,,
CA-00173,INS-JH-001-1971,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-05-11,2023-06-10,2023-06-06,Rejected,Medium,False,,,
CA-00174,INS-JH-002-4594,INC-OD-001-134,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-01-27,2023-02-20,2023-02-28,Overdue,Medium,True,Rajesh Kumar,2023-03-01,Parts not available
CA-00175,INS-OD-001-0691,INC-JH-001-220,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-12-22,2024-02-06,2024-02-01,Open,High,True,Sita Devi,2024-02-02,
CA-00176,INS-JH-001-0013,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-10-24,2023-11-28,2023-12-08,Open,Critical,True,Rajesh Kumar,2023-12-09,
CA-00177,INS-JH-002-1378,INC-JH-002-089,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-05-08,2023-05-20,,In Progress,Medium,False,,,
CA-00178,INS-JH-001-0178,INC-JH-002-242,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-01-19,2023-03-04,,Escalated,High,False,,,
CA-00179,INS-OD-001-2159,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-09-21,2023-10-11,,Rejected,Low,False,,,
CA-00180,INS-JH-001-1943,INC-JH-001-016,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-06-04,2023-08-02,2023-08-03,Open,High,True,Sita Devi,2023-08-04,
CA-00181,INS-JH-002-0205,INC-OD-001-068,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-07-03,2023-08-22,2023-08-29,Rejected,High,True,Rajesh Kumar,2023-08-30,
CA-00182,INS-OD-001-4041,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-12-02,2024-01-06,,In Progress,Medium,False,,,
CA-00183,INS-OD-001-3266,INC-JH-002-085,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-06-05,2023-07-08,,Overdue,Low,False,,,Waiting for approval
CA-00184,INS-OD-001-3977,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-10-06,2023-11-16,2023-11-20,Open,Critical,True,Rajesh Kumar,2023-11-21,
CA-00185,INS-JH-001-2211,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-08-10,2023-09-28,,Open,Medium,False,,,
CA-00186,INS-JH-002-0940,INC-JH-001-052,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Maintenance Team,2023-08-22,2023-09-23,,Open,Low,False,,,
CA-00187,INS-JH-002-1336,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-07-12,2023-08-23,,In Progress,Low,False,,,
CA-00188,INS-JH-002-1597,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-01-18,2023-03-03,,Completed,Medium,False,,,
CA-00189,INS-JH-002-2434,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-09-29,2023-11-19,2023-11-18,Rejected,Critical,True,Sita Devi,2023-11-19,
CA-00190,INS-JH-001-2270,INC-JH-002-071,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Environmental Team,2023-04-17,2023-04-28,2023-05-08,Open,Critical,True,Sita Devi,2023-05-09,
CA-00191,INS-JH-002-3190,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-05-25,2023-06-19,2023-06-29,Open,Low,True,Sita Devi,2023-06-30,
CA-00192,INS-JH-001-2307,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-03-16,2023-03-28,,Open,Critical,False,,,
CA-00193,INS-JH-001-1893,INC-OD-001-195,Conduct training,Conduct training को लागू किया जाना चाहिए,Environmental Team,2023-03-09,2023-05-07,2023-05-17,Open,Medium,True,Rajesh Kumar,2023-05-18,
CA-00194,INS-OD-001-2392,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Environmental Team,2023-04-23,2023-06-15,,Completed,Critical,False,,,
CA-00195,INS-OD-001-2436,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Maintenance Team,2023-03-07,2023-04-03,2023-04-01,Overdue,High,False,,,Equipment unavailability
CA-00196,INS-JH-002-4105,INC-OD-001-293,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-05-15,2023-05-29,,Escalated,High,False,,,
CA-00197,INS-OD-001-2980,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-04-22,2023-06-06,2023-06-02,Open,Medium,True,Rajesh Kumar,2023-06-03,
CA-00198,INS-JH-002-1699,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-11-22,2024-01-05,2024-01-15,Rejected,High,True,Sita Devi,2024-01-16,
CA-00199,INS-JH-002-3774,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-12-04,2024-01-07,2024-01-14,Overdue,High,True,Rajesh Kumar,2024-01-15,Equipment unavailability
CA-00200,INS-JH-002-4182,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-04-19,2023-05-06,2023-05-05,In Progress,Low,True,Sita Devi,2023-05-06,
CA-00201,INS-OD-001-2893,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Environmental Team,2023-05-26,2023-07-18,2023-07-17,Open,High,True,Rajesh Kumar,2023-07-18,
CA-00202,INS-JH-001-2327,,Repair roof supports,Repair roof supports को लागू किया जाना चाहिए,Safety Team,2023-11-14,2023-11-23,2023-11-28,Rejected,Low,True,Rajesh Kumar,2023-11-29,
CA-00203,INS-JH-002-2997,,Conduct training,Conduct training को लागू किया जाना चाहिए,Safety Team,2023-10-25,2023-11-04,2023-11-01,Rejected,Medium,True,Sita Devi,2023-11-02,
CA-00204,INS-JH-001-3747,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Maintenance Team,2023-06-14,2023-07-20,2023-07-21,Completed,Low,False,,,
CA-00205,INS-JH-001-4080,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-12-03,2023-12-23,2023-12-26,Completed,Low,False,,,
CA-00206,INS-JH-002-2255,,Conduct training,Conduct training को लागू किया जाना चाहिए,Maintenance Team,2023-03-18,2023-05-08,2023-05-13,Rejected,High,False,,,
CA-00207,INS-JH-001-0817,,Install dust suppression,Install dust suppression को लागू किया जाना चाहिए,Safety Team,2023-06-22,2023-08-04,2023-08-10,Rejected,Medium,True,Rajesh Kumar,2023-08-11,
CA-00208,INS-OD-001-3600,,Verify compliance,Verify compliance को लागू किया जाना चाहिए,Safety Team,2023-06-15,2023-08-12,,Open,Low,False,,,
